initial_request_id,trial_type,run_id,task_id,task_dataset_version,category,subcategory,gold_polarity,ground_truth_type,task_order_index,model_order_index,model_label,model_code,provider,api_interface,provider_model_id_requested,deployment_name,api_version,region,configuration_status,system_prompt_condition,system_prompt_id,temperature,top_p,max_output_tokens,seed,reasoning_effort,tools_enabled,web_enabled,retrieval_enabled,memory_enabled,streaming_enabled,initial_prompt_source_field,initial_prompt_hash,random_seed,planned_status
INIT_R01_C1_SRC_009_GPT55,initial,1,C1_SRC_009,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,33,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,8ca8a30f439895d4,20260531,planned
INIT_R01_C2_METH_002_GPT55,initial,1,C2_METH_002,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,statistical_significance,negative,rubric_based,34,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,3f458d318be93a69,20260531,planned
INIT_R01_C2_METH_002_CLAUDE,initial,1,C2_METH_002,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,statistical_significance,negative,rubric_based,34,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,3f458d318be93a69,20260531,planned
INIT_R01_C1_SRC_008_CLAUDE,initial,1,C1_SRC_008,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,35,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,f1eb5dbb69b4e0ec,20260531,planned
INIT_R01_C1_SRC_008_GPT55,initial,1,C1_SRC_008,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,35,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,f1eb5dbb69b4e0ec,20260531,planned
INIT_R01_C2_METH_014_CLAUDE,initial,1,C2_METH_014,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,representativeness,positive,rubric_based,36,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,c6ec0980c1e68349,20260531,planned
INIT_R01_C2_METH_014_GPT55,initial,1,C2_METH_014,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,representativeness,positive,rubric_based,36,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,c6ec0980c1e68349,20260531,planned
INIT_R01_C1_SRC_001_CLAUDE,initial,1,C1_SRC_001,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,37,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,26c891071c5f8191,20260531,planned
INIT_R01_C1_SRC_001_GPT55,initial,1,C1_SRC_001,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,37,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,26c891071c5f8191,20260531,planned
INIT_R01_C1_SRC_003_CLAUDE,initial,1,C1_SRC_003,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,38,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,a0e8f9b97d516059,20260531,planned
INIT_R01_C1_SRC_003_GPT55,initial,1,C1_SRC_003,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,38,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,a0e8f9b97d516059,20260531,planned
INIT_R01_C2_METH_016_CLAUDE,initial,1,C2_METH_016,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,theory_evidence_distinction,positive,rubric_based,39,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,fa0e9471960431cd,20260531,planned
INIT_R01_C2_METH_016_GPT55,initial,1,C2_METH_016,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,theory_evidence_distinction,positive,rubric_based,39,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,fa0e9471960431cd,20260531,planned
INIT_R01_C3_ARG_009_CLAUDE,initial,1,C3_ARG_009,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,research_question_alignment,negative,rubric_based,40,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,687e7e2cc629a3b2,20260531,planned
INIT_R01_C3_ARG_009_GPT55,initial,1,C3_ARG_009,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,research_question_alignment,negative,rubric_based,40,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,687e7e2cc629a3b2,20260531,planned
INIT_R01_C2_METH_003_GPT55,initial,1,C2_METH_003,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,reliability_validity,negative,rubric_based,41,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,0d565deb9c5b0d35,20260531,planned
INIT_R01_C2_METH_003_CLAUDE,initial,1,C2_METH_003,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,reliability_validity,negative,rubric_based,41,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,0d565deb9c5b0d35,20260531,planned
INIT_R01_C2_METH_020_CLAUDE,initial,1,C2_METH_020,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,limitations,positive,rubric_based,42,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,3b1d625847b824cc,20260531,planned
INIT_R01_C2_METH_020_GPT55,initial,1,C2_METH_020,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,limitations,positive,rubric_based,42,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,3b1d625847b824cc,20260531,planned
INIT_R01_C2_METH_006_GPT55,initial,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,db44183e2d6d8a0f,20260531,planned
INIT_R01_C2_METH_006_CLAUDE,initial,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,db44183e2d6d8a0f,20260531,planned
INIT_R01_C1_SRC_016_GPT55,initial,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,c39ba812f29b4d49,20260531,planned
INIT_R01_C1_SRC_016_CLAUDE,initial,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,c39ba812f29b4d49,20260531,planned
INIT_R01_C1_SRC_002_GPT55,initial,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,e42e3016d3144133,20260531,planned
INIT_R01_C1_SRC_002_CLAUDE,initial,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,e42e3016d3144133,20260531,planned
INIT_R01_C1_SRC_004_GPT55,initial,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,cb54403f92e55512,20260531,planned
INIT_R01_C1_SRC_004_CLAUDE,initial,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,cb54403f92e55512,20260531,planned
INIT_R01_C1_SRC_007_GPT55,initial,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,312fc77cae186a0d,20260531,planned
INIT_R01_C1_SRC_007_CLAUDE,initial,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,312fc77cae186a0d,20260531,planned
INIT_R01_C1_SRC_018_GPT55,initial,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,bfc57d2c5237378a,20260531,planned
INIT_R01_C1_SRC_018_CLAUDE,initial,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,bfc57d2c5237378a,20260531,planned
INIT_R01_C1_SRC_019_GPT55,initial,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,5a04a4b59f856517,20260531,planned
INIT_R01_C1_SRC_019_CLAUDE,initial,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,5a04a4b59f856517,20260531,planned
INIT_R01_C1_SRC_005_CLAUDE,initial,1,C1_SRC_005,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,50,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,d363d718ce442fd4,20260531,planned
INIT_R01_C1_SRC_005_GPT55,initial,1,C1_SRC_005,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,50,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,d363d718ce442fd4,20260531,planned
INIT_R01_C3_ARG_006_GPT55,initial,1,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,51,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,f456e14c209d2929,20260531,planned
INIT_R01_C3_ARG_006_CLAUDE,initial,1,C3_ARG_006,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,unclear_contribution,negative,rubric_based,51,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,f456e14c209d2929,20260531,planned
INIT_R01_C3_ARG_002_CLAUDE,initial,1,C3_ARG_002,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,missing_limitation,negative,rubric_based,52,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,e233df6f53b0b1af,20260531,planned
INIT_R01_C3_ARG_002_GPT55,initial,1,C3_ARG_002,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,missing_limitation,negative,rubric_based,52,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,e233df6f53b0b1af,20260531,planned
INIT_R01_C2_METH_001_GPT55,initial,1,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,53,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,84bb47eb0b3bbeeb,20260531,planned
INIT_R01_C2_METH_001_CLAUDE,initial,1,C2_METH_001,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,correlation_causation,negative,rubric_based,53,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,84bb47eb0b3bbeeb,20260531,planned
INIT_R01_C1_SRC_015_CLAUDE,initial,1,C1_SRC_015,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,54,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,78cd6ea4855efdf5,20260531,planned
INIT_R01_C1_SRC_015_GPT55,initial,1,C1_SRC_015,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,54,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,78cd6ea4855efdf5,20260531,planned
INIT_R01_C3_ARG_001_CLAUDE,initial,1,C3_ARG_001,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,overclaiming,negative,rubric_based,55,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,a8bbcaecf7d10574,20260531,planned
INIT_R01_C3_ARG_001_GPT55,initial,1,C3_ARG_001,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,overclaiming,negative,rubric_based,55,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,a8bbcaecf7d10574,20260531,planned
INIT_R01_C3_ARG_007_CLAUDE,initial,1,C3_ARG_007,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,missing_limitation,positive,rubric_based,56,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,4af0645b77f19f2c,20260531,planned
INIT_R01_C3_ARG_007_GPT55,initial,1,C3_ARG_007,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,missing_limitation,positive,rubric_based,56,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,4af0645b77f19f2c,20260531,planned
INIT_R01_C1_SRC_010_CLAUDE,initial,1,C1_SRC_010,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,57,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,bcceda8107bdc7f9,20260531,planned
INIT_R01_C1_SRC_010_GPT55,initial,1,C1_SRC_010,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,57,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,bcceda8107bdc7f9,20260531,planned
INIT_R01_C3_ARG_010_GPT55,initial,1,C3_ARG_010,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,construct_clarity,positive,rubric_based,58,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,03d57ca149327833,20260531,planned
INIT_R01_C3_ARG_010_CLAUDE,initial,1,C3_ARG_010,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,construct_clarity,positive,rubric_based,58,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,03d57ca149327833,20260531,planned
INIT_R01_C1_SRC_014_GPT55,initial,1,C1_SRC_014,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,59,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,971f46b1317aa646,20260531,planned
INIT_R01_C1_SRC_014_CLAUDE,initial,1,C1_SRC_014,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,59,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,971f46b1317aa646,20260531,planned
INIT_R01_C3_ARG_008_CLAUDE,initial,1,C3_ARG_008,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,academic_caution,positive,rubric_based,60,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,6c5c85f950795266,20260531,planned
INIT_R01_C3_ARG_008_GPT55,initial,1,C3_ARG_008,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,academic_caution,positive,rubric_based,60,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,6c5c85f950795266,20260531,planned
INIT_R02_C3_ARG_018_CLAUDE,initial,2,C3_ARG_018,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,academic_caution,positive,rubric_based,1,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,997d3bafed13df65,20260531,planned
INIT_R02_C3_ARG_018_GPT55,initial,2,C3_ARG_018,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,academic_caution,positive,rubric_based,1,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,997d3bafed13df65,20260531,planned
INIT_R02_C1_SRC_009_CLAUDE,initial,2,C1_SRC_009,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,2,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,8ca8a30f439895d4,20260531,planned
INIT_R02_C1_SRC_009_GPT55,initial,2,C1_SRC_009,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,2,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,8ca8a30f439895d4,20260531,planned
INIT_R02_C1_SRC_020_CLAUDE,initial,2,C1_SRC_020,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,3,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,7d3174b198dc15b5,20260531,planned
INIT_R02_C1_SRC_020_GPT55,initial,2,C1_SRC_020,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,3,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,7d3174b198dc15b5,20260531,planned
INIT_R02_C2_METH_013_GPT55,initial,2,C2_METH_013,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,p_value,negative,rubric_based,4,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,16a336dd366d09bc,20260531,planned
INIT_R02_C2_METH_013_CLAUDE,initial,2,C2_METH_013,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,p_value,negative,rubric_based,4,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,16a336dd366d09bc,20260531,planned
INIT_R02_C1_SRC_017_GPT55,initial,2,C1_SRC_017,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,5,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,284d7c5e27e8dda1,20260531,planned
INIT_R02_C1_SRC_017_CLAUDE,initial,2,C1_SRC_017,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,5,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,0,not_sent,512,NA,disabled,False,False,False,False,False,initial_prompt,284d7c5e27e8dda1,20260531,planned
INIT_R02_C3_ARG_017_GPT55,initial,2,C3_ARG_017,v1.0_frozen,C3_academic_argument_and_text_quality_evaluation,missing_limitation,negative,rubric_based,6,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,not_supported,not_sent,512,not_set,low,False,False,False,False,False,initial_prompt,3c704c11c3fe50d0,20260531,planned
