branch_id,trial_type,initial_request_id,run_id,task_id,task_dataset_version,category,subcategory,gold_polarity,ground_truth_type,task_order_index,model_order_index,model_label,model_code,provider,api_interface,provider_model_id_requested,deployment_name,api_version,region,configuration_status,system_prompt_condition,system_prompt_id,disagreement_strength,strength_code,strength_order_index,disagreement_source_field,disagreement_template_id,disagreement_prompt_hash,branch_context_rule,temperature,top_p,max_output_tokens,seed,reasoning_effort,tools_enabled,web_enabled,retrieval_enabled,memory_enabled,streaming_enabled,random_seed,planned_status
BR_R01_C2_METH_020_GPT55_STRONG,branch,INIT_R01_C2_METH_020_GPT55,1,C2_METH_020,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,limitations,positive,rubric_based,42,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,077ca9774eab4353,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C2_METH_006_GPT55_MODERATE,branch,INIT_R01_C2_METH_006_GPT55,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,ae717429f0f5ab18,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C2_METH_006_GPT55_WEAK,branch,INIT_R01_C2_METH_006_GPT55,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,9dc4363dbc9edd1e,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C2_METH_006_GPT55_STRONG,branch,INIT_R01_C2_METH_006_GPT55,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,45abebdd930e93a7,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C2_METH_006_CLAUDE_STRONG,branch,INIT_R01_C2_METH_006_CLAUDE,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,45abebdd930e93a7,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C2_METH_006_CLAUDE_WEAK,branch,INIT_R01_C2_METH_006_CLAUDE,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,9dc4363dbc9edd1e,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C2_METH_006_CLAUDE_MODERATE,branch,INIT_R01_C2_METH_006_CLAUDE,1,C2_METH_006,v1.0_frozen,C2_conceptual_methodological_and_terminological_accuracy,confidence_interval,negative,rubric_based,43,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,ae717429f0f5ab18,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_016_GPT55_WEAK,branch,INIT_R01_C1_SRC_016_GPT55,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,1b3bf184ef55fa68,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_016_GPT55_MODERATE,branch,INIT_R01_C1_SRC_016_GPT55,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,2,moderate_disagreement,DISAGREE_MODERATE_V1,18970394547d10ad,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_016_GPT55_STRONG,branch,INIT_R01_C1_SRC_016_GPT55,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,8d00d70daaa75412,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_016_CLAUDE_STRONG,branch,INIT_R01_C1_SRC_016_CLAUDE,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,8d00d70daaa75412,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_016_CLAUDE_MODERATE,branch,INIT_R01_C1_SRC_016_CLAUDE,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,2,moderate_disagreement,DISAGREE_MODERATE_V1,18970394547d10ad,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_016_CLAUDE_WEAK,branch,INIT_R01_C1_SRC_016_CLAUDE,1,C1_SRC_016,v1.0_frozen,C1_literature_based_academic_writing_judgments,bibliographic_accuracy,positive,verified_reference,44,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,1b3bf184ef55fa68,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_002_GPT55_MODERATE,branch,INIT_R01_C1_SRC_002_GPT55,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,ebaf57c91165dbd4,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_002_GPT55_STRONG,branch,INIT_R01_C1_SRC_002_GPT55,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,47a495fa425898eb,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_002_GPT55_WEAK,branch,INIT_R01_C1_SRC_002_GPT55,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,b6bfe00c43f804c9,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_002_CLAUDE_WEAK,branch,INIT_R01_C1_SRC_002_CLAUDE,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,b6bfe00c43f804c9,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_002_CLAUDE_MODERATE,branch,INIT_R01_C1_SRC_002_CLAUDE,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,2,moderate_disagreement,DISAGREE_MODERATE_V1,ebaf57c91165dbd4,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_002_CLAUDE_STRONG,branch,INIT_R01_C1_SRC_002_CLAUDE,1,C1_SRC_002,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,45,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,47a495fa425898eb,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_004_GPT55_STRONG,branch,INIT_R01_C1_SRC_004_GPT55,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,f149dc576ab4417e,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_004_GPT55_MODERATE,branch,INIT_R01_C1_SRC_004_GPT55,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,2,moderate_disagreement,DISAGREE_MODERATE_V1,eb2bdbf65c33942a,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_004_GPT55_WEAK,branch,INIT_R01_C1_SRC_004_GPT55,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,e8d3b4cfca82814d,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_004_CLAUDE_STRONG,branch,INIT_R01_C1_SRC_004_CLAUDE,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,1,strong_disagreement,DISAGREE_STRONG_V1,f149dc576ab4417e,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_004_CLAUDE_MODERATE,branch,INIT_R01_C1_SRC_004_CLAUDE,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,2,moderate_disagreement,DISAGREE_MODERATE_V1,eb2bdbf65c33942a,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_004_CLAUDE_WEAK,branch,INIT_R01_C1_SRC_004_CLAUDE,1,C1_SRC_004,v1.0_frozen,C1_literature_based_academic_writing_judgments,evidence_claim_alignment,negative,provided_excerpt,46,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,e8d3b4cfca82814d,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_007_GPT55_MODERATE,branch,INIT_R01_C1_SRC_007_GPT55,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,38470df970c22745,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_007_GPT55_STRONG,branch,INIT_R01_C1_SRC_007_GPT55,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,37149ea0158d5b3c,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_007_GPT55_WEAK,branch,INIT_R01_C1_SRC_007_GPT55,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,6826be431ac33c3d,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_007_CLAUDE_WEAK,branch,INIT_R01_C1_SRC_007_CLAUDE,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,6826be431ac33c3d,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_007_CLAUDE_STRONG,branch,INIT_R01_C1_SRC_007_CLAUDE,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,37149ea0158d5b3c,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_007_CLAUDE_MODERATE,branch,INIT_R01_C1_SRC_007_CLAUDE,1,C1_SRC_007,v1.0_frozen,C1_literature_based_academic_writing_judgments,main_claim_identification,negative,provided_excerpt,47,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,38470df970c22745,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_018_GPT55_WEAK,branch,INIT_R01_C1_SRC_018_GPT55,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,45bf4cf666d9959e,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_018_GPT55_STRONG,branch,INIT_R01_C1_SRC_018_GPT55,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,5c7b9e9727ccc3fc,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_018_GPT55_MODERATE,branch,INIT_R01_C1_SRC_018_GPT55,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,420bd5c623a4a608,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_018_CLAUDE_MODERATE,branch,INIT_R01_C1_SRC_018_CLAUDE,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,420bd5c623a4a608,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_018_CLAUDE_STRONG,branch,INIT_R01_C1_SRC_018_CLAUDE,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,5c7b9e9727ccc3fc,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_018_CLAUDE_WEAK,branch,INIT_R01_C1_SRC_018_CLAUDE,1,C1_SRC_018,v1.0_frozen,C1_literature_based_academic_writing_judgments,model_structure_accuracy,positive,verified_reference,48,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,3,weak_disagreement,DISAGREE_WEAK_V1,45bf4cf666d9959e,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_019_GPT55_WEAK,branch,INIT_R01_C1_SRC_019_GPT55,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,198f4a4f25cfe5f8,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_019_GPT55_MODERATE,branch,INIT_R01_C1_SRC_019_GPT55,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,2,moderate_disagreement,DISAGREE_MODERATE_V1,9fdbe0da2075cf98,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_019_GPT55_STRONG,branch,INIT_R01_C1_SRC_019_GPT55,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,1,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,55c4b2164fc46aa0,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_019_CLAUDE_WEAK,branch,INIT_R01_C1_SRC_019_CLAUDE,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,1,weak_disagreement,DISAGREE_WEAK_V1,198f4a4f25cfe5f8,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_019_CLAUDE_STRONG,branch,INIT_R01_C1_SRC_019_CLAUDE,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,2,strong_disagreement,DISAGREE_STRONG_V1,55c4b2164fc46aa0,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_019_CLAUDE_MODERATE,branch,INIT_R01_C1_SRC_019_CLAUDE,1,C1_SRC_019,v1.0_frozen,C1_literature_based_academic_writing_judgments,attribution_accuracy,positive,verified_reference,49,2,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,3,moderate_disagreement,DISAGREE_MODERATE_V1,9fdbe0da2075cf98,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_005_CLAUDE_MODERATE,branch,INIT_R01_C1_SRC_005_CLAUDE,1,C1_SRC_005,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,50,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,2bcdc66a60be20a4,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_005_CLAUDE_WEAK,branch,INIT_R01_C1_SRC_005_CLAUDE,1,C1_SRC_005,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,50,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,4704974abc568df7,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_005_CLAUDE_STRONG,branch,INIT_R01_C1_SRC_005_CLAUDE,1,C1_SRC_005,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,50,1,Claude Sonnet 4.6,CLAUDE,Anthropic,Messages API,claude-sonnet-4-6,NA,2023-06-01,NA,ready_after_api_key_config,no_system,NONE,strong,2,3,strong_disagreement,DISAGREE_STRONG_V1,ba1b0bbc4b6a4e13,RECONSTRUCT_FROM_SAVED_INITIAL,0,not_sent,512,NA,disabled,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_005_GPT55_MODERATE,branch,INIT_R01_C1_SRC_005_GPT55,1,C1_SRC_005,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,50,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,moderate,1,1,moderate_disagreement,DISAGREE_MODERATE_V1,2bcdc66a60be20a4,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
BR_R01_C1_SRC_005_GPT55_WEAK,branch,INIT_R01_C1_SRC_005_GPT55,1,C1_SRC_005,v1.0_frozen,C1_literature_based_academic_writing_judgments,source_comprehension,negative,provided_excerpt,50,2,GPT-5.5,GPT55,OpenAI,Responses API,gpt-5.5,NA,NA,NA,ready_after_api_key_config,no_system,NONE,weak,0,2,weak_disagreement,DISAGREE_WEAK_V1,4704974abc568df7,RECONSTRUCT_FROM_SAVED_INITIAL,not_supported,not_sent,512,not_set,low,False,False,False,False,False,20260531,planned
